ids,ATScore,OverallScore
7902,70,73.85
7903,100,100
7904,89,91.45
7905,89,80.02
7906,96,91.96
7907,89,89.36
7908,96,93
7909,89,90.89
7910,92,93.32
7911,85,89.37
7912,81,86.1
7913,100,93.78
7914,92,82.08
7915,79,85.15
7916,71,69.72
7917,62,71.85
7918,100,89.61
7919,96,90.09
7920,85,88.83
7921,97,88.8
7922,85,81.87
7923,89,89.12
7924,78,80.82
7925,70,78.78
7926,81,84.24
7927,100,91.45
7928,92,87.81
7929,89,91.46
7930,100,89.84
7931,100,91.83
7932,92,90.85
7933,85,85.74
7934,96,90.63
7935,96,94.85
7936,89,86.76
7937,100,90.29
7938,96,67.01
7939,78,82.91
7940,89,91.67
7941,96,84.11
7942,100,96.46
7943,66,72.54
7944,89,92.02
7945,96,95.19
7946,100,83.2
7947,74,80.86
7948,88,89.28
7949,89,87.9
7950,89,88.41
7951,100,93.81
7952,96,96.64
7953,85,76.15
7954,74,81.61
7955,92,94.32
7956,68,75.69
7957,85,88.81
7958,81,84.13
7959,88,84.8
7960,78,84.44
7961,89,80.38
7962,85,85.69
7963,54,63.01
7964,97,92.27
7965,100,90.78
7966,74,75.85
7967,69,73.64
7968,92,93.22
7969,73,80.82
7970,81,82.67
7971,77,79.54
7972,92,93.48
7973,89,78.74
7974,89,88.04
7975,100,75.82
7976,89,89.75
7977,89,90.06
7978,85,88.75
7979,96,84.33
7980,96,89.64
7981,100,92.12
7982,97,85.12
7983,77,76
7984,97,85.44
7985,96,86.58
7986,100,90.07
7987,96,84.93
7988,89,88.01
7989,85,88.79
7990,82,84.27
7991,93,95.05
7992,100,92.88
7993,97,94.28
7994,85,87.92
7995,89,84.15
7996,74,80.79
7997,100,78.38
7998,100,100
7999,96,91.26
8000,85,80.05
8001,93,90.78
8002,96,80.34
8003,89,89.09
8004,85,87.63
8005,96,83.33
8006,96,95.06
8007,78,82.54
8008,93,92.33
8009,89,83.51
8010,89,75.41
8011,100,85.85
8012,85,78.69
8013,85,84.99
8014,93,94.44
8015,84,86.65
8016,100,94.18
8017,85,89.39
8018,85,82.96
8019,86,85.73
8020,89,83.99
8021,85,86.4
8022,66,75.69
8023,90,85.39
8024,85,84.44
8025,96,83.05
8026,100,90.74
8027,100,91.87
8028,100,74.6
8029,96,93.19
8030,89,86.5
8031,82,75.99
8032,97,86.36
8033,89,92.21
8034,59,70.65
8035,89,76.7
8036,63,24.6
8037,69,74.38
8038,89,91.29
8039,96,92.38
8040,100,90.04
8041,97,75.82
8042,96,90.13
8043,100,92.92
8044,89,91.77
8045,100,95.63
8046,97,88.5
8047,63,73.81
8048,76,80.57
8049,96,93.83
8050,96,93.28
8051,92,72.49
8052,89,81.95
8053,56,62.45
8054,89,90.88
8055,97,86.48
8056,89,87.86
8057,93,92.5
8058,92,88.69
8059,96,96.66
8060,89,80.93
8061,96,89.02
8062,96,90.46
8063,100,89.35
8064,100,93.33
8065,93,90.13
8066,97,90.35
8067,100,98.23
8068,97,87.26
8069,73,74.91
8070,89,88.22
8071,100,92.65
8072,100,89.95
8073,73,80.82
8074,100,92.92
8075,89,91.76
8076,89,89.79
8077,97,95.71
8078,81,85.73
8079,96,87.3
8080,63,71.31
8081,89,90.08
8082,86,88.76
8083,89,84.62
8084,100,97.96
8085,51,65.17
8086,62,72.21
8087,86,86.34
8088,92,86.25
8089,86,86.7
8090,96,95.39
8091,89,77.09
8092,89,85.71
8093,85,89.37
8094,89,86.73
8095,85,82.73
8096,100,98.19
8097,93,84.32
8098,100,91.34
8099,86,88.44
8100,85,87.1
8101,85,84.22
8102,96,91.67
8103,89,92.02
8104,85,81.36
8105,96,89.24
8106,92,94.32
8107,89,89.37
8108,67,75.23
8109,96,95.82
8110,100,96.82
8111,89,91.52
8112,85,85.06
8113,89,90.15
8114,81,83.58
8115,82,82.15
8116,97,89.16
8117,85,83.32
8118,96,88.09
8119,89,80.9
8120,100,92.79
8121,93,86.23
8122,66,69.3
8123,89,86.98
8124,100,90.49
8125,100,90.69
8126,81,84.81
8127,89,90.16
8128,85,88.81
8129,100,83.79
8130,100,93.36
8131,85,88.38
8132,85,89.35
8133,89,84.71
8134,100,89.39
8135,85,89.39
8136,92,93.32
8137,89,84.08
8138,85,84.41
8139,100,96.12
8140,85,82.53
8141,96,91.72
8142,92,92.38
8143,97,92.64
8144,93,89.71
8145,96,92.84
8146,85,88.33
8147,88,84.58
8148,93,95.05
8149,89,88.95
8150,88,91.14
8151,100,81.7
8152,96,94.24
8153,96,89.49
8154,100,93.19
8155,93,92.98
8156,85,78.13
8157,85,88.69
8158,89,86.39
8159,85,85.79
8160,81,86.56
8161,89,89.13
8162,85,89.04
8163,97,92.23
8164,100,92.92
8165,70,78.55
8166,66,75.89
8167,96,97.11
8168,86,87.3
8169,89,90.11
8170,85,83.09
8171,89,90.62
8172,89,83.19
8173,96,92.06
8174,89,85.3
8175,89,76.32
8176,89,90.34
8177,92,93.75
8178,96,87.27
8179,89,91.67
8180,89,87.49
8181,81,84.22
8182,85,86.61
8183,85,63.08
8184,89,89.11
8185,85,80.45
8186,100,94.76
8187,100,92.92
8188,97,95.05
8189,96,88.81
8190,100,100
8191,92,79.57
8192,96,93.48
8193,92,93.54
8194,77,81.15
8195,89,82.63
8196,89,80.77
8197,96,97.17
8198,96,91.22
8199,96,91.72
8200,92,94.34
8201,60,67.97
8202,89,89.65
8203,97,91.02
8204,97,94.45
8205,92,91.19
8206,89,90.47
8207,56,68.83
8208,89,91.39
8209,96,95.77
8210,86,83.8
8211,81,83.12
8212,100,94.72
8213,81,77.28
8214,100,92.05
8215,96,90.93
8216,89,83.36
8217,92,92.83
8218,92,91.03
8219,89,90.56
8220,73,80.76
8221,89,89.41
8222,74,71.74
8223,88,79.62
8224,62,71.48
8225,93,87.75
8226,96,86.83
8227,89,75.73
8228,93,88.17
8229,89,89.95
8230,89,91.17
8231,89,91.45
8232,96,95.7
8233,92,93.32
8234,89,87.43
8235,100,100
8236,85,87.68
8237,96,87.25
8238,96,92.9
8239,81,76.85
8240,100,90.92
8241,97,94.79
8242,100,98.23
8243,66,75.89
8244,77,83.3
8245,82,87.14
8246,92,88.3
8247,96,87.76
8248,81,85.83
8249,96,85.61
8250,89,88.47
8251,96,92.93
8252,85,86.65
8253,93,91.08
8254,89,90.58
8255,89,88.72
8256,85,86.51
8257,97,91.76
8258,89,90.5
8259,89,92.21
8260,92,91.88
8261,85,74.95
8262,85,82.3
8263,82,83.12
8264,89,82.29
8265,85,88.14
8266,81,77.66
8267,100,90.13
8268,85,85.97
8269,100,88.42
8270,97,94.93
8271,96,93.19
8272,96,92.3
8273,85,85.66
8274,96,96.03
8275,96,92.75
8276,93,86.9
8277,96,93.95
8278,89,88.7
8279,89,90.38
8280,89,90.88
8281,77,83.56
8282,89,88.85
8283,77,82.04
8284,100,85.88
8285,92,90.94
8286,96,93.37
8287,85,85.04
8288,89,91.43
8289,89,83.33
8290,92,87.94
8291,89,91.26
8292,100,98.23
8293,89,91.39
8294,100,97.6
8295,89,91.86
8296,92,89.68
8297,89,83.44
8298,85,68.56
8299,100,83.31
8300,100,82.86
8301,85,83.42
8302,92,88.89
8303,40,56.36
8304,89,75.67
8305,96,92.38
8306,100,96.67
8307,89,72.78
8308,89,89.21
8309,89,91.24
8310,70,77.97
8311,96,89.29
8312,89,89.1
8313,96,93.02
8314,100,99.9
8315,78,79.17
8316,97,87.33
8317,67,73.65
8318,89,91.35
8319,100,95.79
8320,100,93.68
8321,92,91.2
8322,82,78.66
8323,100,90.98
8324,85,88.22
8325,96,91.12
8326,100,95.93
8327,100,91.51
8328,93,94.74
8329,89,92.02
8330,93,83.67
8331,89,91.06
8332,96,92.35
8333,96,95.47
8334,100,88.41
8335,89,78.74
8336,96,81.52
8337,85,87.73
8338,100,91.16
8339,89,92.22
8340,78,54.81
8341,92,89.76
8342,100,89.29
8343,96,94.74
8344,82,80.14
8345,96,85.82
8346,89,91.68
8347,89,91.73
8348,92,86.95
8349,70,63.45
8350,96,90.75
8351,96,90.51
8352,96,93.98
8353,62,24.35
8354,77,77.35
8355,100,84.81
8356,78,83.84
8357,74,79.35
8358,84,83.62
8359,92,86.18
8360,89,88.97
8361,96,88.51
8362,100,91
8363,100,80.56
8364,78,83.49
8365,92,92.02
8366,89,91.31
8367,100,90.02
8368,82,82.13
8369,82,83.43
8370,81,85.69
8371,89,63.71
8372,85,81.96
8373,85,88.39
8374,100,87.65
8375,100,94.88
8376,89,86.23
8377,100,95.49
8378,100,93.83
8379,65,73.83
8380,85,88.39
8381,96,89.45
8382,93,91.41
8383,97,89.95
8384,100,93.97
8385,82,87.24
8386,96,89.4
8387,92,90.53
8388,93,88.25
8389,100,98.23
8390,100,92.1
8391,85,85
8392,89,91.38
8393,89,91.31
8394,100,87.33
8395,92,86.33
8396,93,92.38
8397,96,89.41
8398,96,90.07
8399,96,88.09
8400,73,74.74
8401,97,88.89
8402,100,92.98
8403,85,89.39
8404,86,86.17
8405,100,88.6
8406,74,80.01
8407,92,91.55
8408,100,86.19
8409,100,94.37
8410,100,86.84
8411,86,81.48
8412,93,88.14
8413,89,92.02
8414,66,75.95
8415,100,93.82
8416,96,97.17
8417,100,91.57
8418,100,98.23
8419,78,84.04
8420,97,95.87
8421,81,76.36
8422,65,67.4
8423,96,96.14
8424,96,94.94
8425,81,86.44
8426,93,91.92
8427,100,91.47
8428,96,89.02
8429,96,93.57
8430,96,92.41
8431,89,92.02
8432,96,86.89
8433,92,87.35
8434,81,86.1
8435,89,86.06
8436,96,80.35
8437,89,85.81
8438,96,88.99
8439,96,94.39
8440,84,79.04
8441,96,92.38
8442,89,80.68
8443,92,88.33
8444,89,90.58
8445,96,95.7
8446,92,94.34
8447,96,94.19
8448,100,96.74
8449,85,83.37
8450,89,90.63
8451,100,98.5
8452,96,92.38
8453,89,88.16
8454,97,97.81
8455,100,92.46
8456,77,80.28
8457,100,95.02
8458,92,84.76
8459,89,91.67
8460,97,86.27
8461,86,78.74
8462,85,88.81
8463,92,88.83
8464,96,91.22
8465,100,84.77
8466,89,89.99
8467,96,95.47
8468,93,94.24
8469,96,89.4
8470,81,81.67
8471,73,75.81
8472,82,84.91
8473,89,91.31
8474,92,94.07
8475,62,72.84
8476,85,81.33
8477,81,85.86
8478,89,83.85
8479,92,90.94
8480,92,83.7
8481,96,81.72
8482,96,92.27
8483,96,88.66
8484,89,92.02
8485,92,87.97
8486,100,99.63
8487,89,89.09
8488,85,85.36
8489,85,88.13
8490,100,83.63
8491,85,69.4
8492,85,89.39
8493,89,92.19
8494,89,92.02
8495,73,80.78
8496,96,88.31
8497,81,79.13
8498,92,93.32
8499,100,92.25
8500,100,94.69
8501,100,84.81
8502,96,86.87
8503,96,92.25
8504,92,94.34
8505,85,89.39
8506,89,88.02
8507,85,84.13
8508,73,77.55
8509,74,80.17
8510,89,91.79
8511,100,98.23
8512,96,79.9
8513,100,99.31
8514,93,89.86
8515,81,80.31
8516,63,73.73
8517,93,94.98
8518,77,81.35
8519,78,84.15
8520,96,95.61
8521,78,74.37
8522,100,77.44
8523,78,83.25
8524,100,91.55
8525,85,87.14
8526,92,82.41
8527,92,93.86
8528,85,81.37
8529,92,91.42
8530,89,89.36
8531,88,88.17
8532,84,84.33
8533,96,90.71
8534,100,84.17
8535,96,81.92
8536,89,88.22
8537,92,94.34
8538,81,82.4
8539,93,93.91
8540,89,83.75
8541,89,88.9
8542,96,87.24
8543,96,87.47
8544,100,96.81
8545,100,89.75
8546,100,99.44
8547,96,91.22
8548,85,82.18
8549,100,93.68
8550,93,86.21
8551,81,76.36
8552,86,84.88
8553,90,73.55
8554,81,83.38
8555,96,90.15
8556,93,93.91
8557,93,92.91
8558,89,82.62
8559,100,86.86
8560,93,86.67
8561,82,72.42
8562,100,96.61
8563,70,75.93
8564,93,88.08
8565,89,90.45
8566,89,89.62
8567,62,71.87
8568,85,84.68
8569,85,74.05
8570,69,77.32
8571,93,89.85
8572,97,94.26
8573,100,86.9
8574,100,99.93
8575,96,91.69
8576,89,77.54
8577,100,91.64
8578,81,85.55
8579,90,91.58
8580,96,90.43
8581,97,94.77
8582,100,96.69
8583,89,77.94
8584,96,90.73
8585,100,86.34
8586,100,89.84
8587,89,87.41
8588,92,88.01
8589,96,95.32
8590,85,89.24
8591,93,92.49
8592,85,85.53
8593,96,95.47
8594,93,85.54
8595,85,89.39
8596,71,78.67
8597,93,91.36
8598,85,85.11
8599,89,90.03
8600,96,81.55
8601,89,86.49
8602,66,74.93
8603,89,82.25
8604,81,85
8605,100,97.02
8606,90,77.82
8607,89,90.82
8608,85,85.54
8609,85,89.3
8610,92,89.91
8611,97,94.46
8612,74,81.28
8613,89,70.81
8614,81,79.94
8615,89,87.33
8616,97,80.18
8617,93,89.05
8618,93,78.05
8619,93,85.8
8620,100,93.13
8621,89,88.54
8622,96,73.38
8623,100,90.32
8624,73,78.96
8625,66,74.55
8626,85,86.88
8627,93,78.38
8628,93,87.1
8629,100,75.03
8630,100,85.34
8631,100,97.62
8632,81,80.71
8633,92,91.29
8634,89,85.44
8635,89,88.56
8636,100,90.92
8637,92,90.94
8638,100,90.92
8639,100,85.89
8640,77,81.1
8641,89,88.27
8642,89,91.06
8643,66,68.77
8644,89,83.97
8645,100,92.69
8646,86,68.62
8647,85,87.25
8648,96,93.78
8649,96,96.65
8650,89,89.04
8651,78,81.06
8652,85,84.32
8653,89,90.58
8654,96,94.85
8655,82,85.93
8656,89,91.25
8657,73,78.03
8658,96,95.46
8659,89,86.05
8660,93,84.19
8661,89,90.73
8662,89,88.58
8663,92,91.53
8664,96,90.13
8665,100,93.9
8666,92,82.38
8667,85,86.49
8668,85,87.65
8669,96,95.31
8670,96,87.79
8671,96,90.36
8672,96,71.36
8673,100,91.07
8674,89,77.08
8675,93,90.48
8676,100,93.54
8677,96,82.34
8678,100,84
8679,89,92.02
8680,100,91.78
8681,81,83.71
8682,81,74.36
8683,85,85.66
8684,100,87.56
8685,89,85.29
8686,89,81.24
8687,100,94.1
8688,62,69.99
8689,92,92.24
8690,85,87.2
8691,89,92.22
8692,65,73.66
8693,89,75.52
8694,96,93.97
8695,93,86.09
8696,93,87.82
8697,94,91.75
8698,78,84.24
8699,86,86.15
8700,82,80.04
8701,97,85.57
8702,85,87.57
8703,89,91.21
8704,89,83.48
8705,92,92.24
8706,97,77.7
8707,100,91.47
8708,96,92.91
8709,92,86.95
8710,81,81.98
8711,96,96.29
8712,100,92.92
8713,85,82.72
8714,89,91.03
8715,85,87.77
8716,89,28.86
8717,89,91.48
8718,85,83.58
8719,92,81.55
8720,78,84.33
8721,100,92.92
8722,89,85.22
8723,93,84.21
8724,89,88.32
8725,69,65.25
8726,74,80.26
8727,90,92.92
8728,85,86.63
8729,89,81.82
8730,96,94.32
8731,85,89.24
8732,73,79.86
8733,73,80.89
8734,89,83.51
8735,96,91.28
8736,93,91.45
8737,89,71.45
8738,89,87.23
8739,100,91.74
8740,96,92.87
8741,81,86.51
8742,89,89.33
8743,85,73.7
8744,96,93.41
8745,96,90.92
8746,89,91.3
8747,89,91.17
8748,92,83.57
8749,86,89.94
8750,89,87.83
8751,97,92.46
8752,96,79.29
8753,85,88.14
8754,81,85.34
8755,93,89.22
8756,82,86.79
8757,86,89.94
8758,96,87.88
8759,77,78.35
8760,93,91.19
8761,89,86.84
8762,85,81.6
8763,77,83.27
8764,93,86.3
8765,89,88.92
8766,100,88.86
8767,100,94.35
8768,81,74.44
8769,88,87.71
8770,96,84.26
8771,96,94.79
8772,89,91.36
8773,85,81.94
8774,70,68.11
8775,96,97.17
8776,92,90
8777,100,91.63
8778,89,76.37
8779,85,81.25
8780,85,77.02
8781,96,92.89
8782,93,91.95
8783,74,80.37
8784,85,82.59
8785,93,89.02
8786,88,87.3
8787,92,93.32
8788,97,86.42
8789,96,93.98
8790,63,62.74
8791,89,74.96
8792,92,91.33
8793,85,89.39
8794,92,91.01
8795,100,100
8796,89,76.28
8797,100,92.18
8798,74,79.56
8799,92,93.32
8800,90,91.16
8801,96,93.98
8802,92,86.38
8803,88,73.93
8804,96,85.55
8805,92,91.25
8806,100,94.57
8807,89,90.52
8808,100,95.28
8809,93,89.44
8810,89,89.6
8811,92,90.25
8812,100,90.33
8813,85,84.88
8814,82,84.5
8815,100,84.28
8816,82,80.88
8817,77,83.73
8818,70,76.08
8819,100,89.04
8820,97,94.28
8821,93,86.19
8822,89,85.65
8823,100,90.61
8824,92,87.97
8825,96,88.72
8826,100,97.7
8827,96,89.62
8828,89,87.02
8829,96,95.06
8830,96,91.37
8831,100,89.16
8832,100,88.96
8833,96,94.16
8834,100,95.59
8835,100,92.92
8836,93,85.18
8837,85,81.14
8838,89,91.45
8839,81,82.09
8840,100,95.75
8841,96,71.16
8842,84,86.65
8843,89,91.65
8844,81,85.73
8845,85,85.02
8846,100,94.69
8847,85,77.38
8848,73,77.34
8849,100,91.1
8850,82,87.14
8851,96,93.36
8852,96,90.15
8853,89,88.6
8854,92,82.03
8855,100,94.13
8856,66,75.83
8857,89,83.46
8858,100,91.4
8859,85,88.78
8860,85,88.84
8861,89,92.22
8862,66,70.12
8863,92,86.94
8864,89,81.73
8865,82,77.88
8866,89,92.02
8867,100,94.69
8868,81,83.64
8869,89,92.02
8870,66,74.9
8871,89,90.68
8872,100,94.24
8873,92,86.32
8874,85,78.22
8875,85,77.03
8876,81,81.14
8877,96,88.62
8878,97,90.23
8879,89,92.02
8880,96,93.98
8881,70,78.3
8882,92,94.34
8883,89,90.43
8884,89,91
8885,93,89.38
8886,92,91.91
8887,93,91.36
8888,81,84.56
8889,96,94.94
8890,100,93.52
8891,93,90.5
8892,100,92.51
8893,100,94.59
8894,89,85.21
8895,59,67.16
8896,89,73.01
8897,88,91.33
8898,89,82.29
8899,81,84.48
8900,89,85.19
8901,82,84.42
8902,89,88.72
8903,100,94.01
8904,100,81
8905,70,72.16
8906,96,94.82
8907,85,88.56
8908,89,91.45
8909,96,85.27
8910,89,91.12
8911,93,89.35
8912,81,86.56
8913,96,88.06
8914,89,90.58
8915,77,80.41
8916,100,98.23
8917,82,78.21
8918,93,94.17
8919,96,88.39
8920,96,87.01
8921,100,95.72
8922,100,92.01
8923,92,83.08
8924,85,88.63
8925,85,86.59
8926,97,84.64
8927,74,74.9
8928,89,89.07
8929,100,80.21
8930,85,76.71
8931,89,91.19
8932,96,86.45
8933,100,85.78
8934,100,90.65
8935,100,92.87
8936,89,88.19
8937,89,90.43
8938,89,88.71
8939,89,91.9
8940,89,80.08
8941,89,89.25
8942,97,92.44
8943,85,87.4
8944,85,87.66
8945,92,85.46
8946,89,91.99
8947,96,81.28
8948,96,92.43
8949,77,76.61
8950,85,86.38
8951,81,77.17
8952,89,88.21
8953,89,86.3
8954,93,90.44
8955,85,86.86
8956,92,89.66
8957,100,91.84
8958,89,85.92
8959,89,73.59
8960,78,79.5
8961,89,86.28
8962,97,84.52
8963,100,95.55
8964,92,92.77
8965,85,85.61
8966,100,93.36
8967,89,79.05
8968,100,94.9
8969,89,85.69
8970,89,90.01
8971,88,87.68
8972,67,75.04
8973,97,90.24
8974,93,94.39
8975,100,91.02
8976,89,90.83
8977,89,86.97
8978,89,74.83
8979,89,92
8980,96,92.42
8981,89,79.23
8982,85,84.13
8983,100,94.67
8984,100,98.23
8985,88,79.21
8986,100,92.8
8987,97,86.85
8988,96,87.34
8989,96,85.52
8990,85,85.95
8991,96,86.45
8992,96,96.66
8993,96,90.82
8994,85,81.99
8995,85,87.12
8996,89,91.42
8997,93,94.43
8998,96,82.02
8999,89,86.52
9000,100,92.59
9001,88,84.7
9002,89,84.11
9003,89,85.93
9004,89,86.9
9005,96,93
9006,93,80.56
9007,80,83.17
9008,100,93.86
9009,89,90.96
9010,96,90.95
9011,89,79.8
9012,96,93.9
9013,92,90.27
9014,82,86.71
9015,85,88.61
9016,89,80.68
9017,81,80.05
9018,89,92.06
9019,100,94.3
9020,93,87.7
9021,96,89.02
9022,89,77.36
9023,100,99.02
9024,100,90.45
9025,85,88.23
9026,89,81.38
9027,96,89.55
9028,89,92.22
9029,96,95.43
9030,70,68.81
9031,96,81.31
9032,88,86.49
9033,85,83.46
9034,73,77.9
9035,85,87.27
9036,93,93.9
9037,85,87.31
9038,96,92.38
9039,100,87
9040,96,95.25
9041,92,90.76
9042,66,70.53
9043,85,84.61
9044,89,73.26
9045,89,90.44
9046,100,90.98
9047,92,94.34
9048,96,93.2
9049,89,84.27
9050,85,84.62
9051,96,83.29
9052,97,89.33
9053,97,93.21
9054,92,93.99
9055,96,92.38
9056,89,76.2
9057,50,62.67
9058,89,84.01
9059,90,90.13
9060,86,89.53
9061,85,86.06
9062,89,84.39
9063,96,89.69
9064,100,89.93
9065,100,98.98
9066,96,96.91
9067,100,93.98
9068,96,93.88
9069,96,83.17
9070,85,86.71
9071,85,87.43
9072,85,84.72
9073,100,88.33
9074,85,86.63
9075,70,61.99
9076,100,95.7
9077,100,88.2
9078,90,91.47
9079,89,80.77
9080,89,87.36
9081,85,87.36
9082,100,84.19
9083,89,76.02
9084,93,88.92
9085,100,89.39
9086,81,85.68
9087,100,92.29
9088,89,92.22
9089,97,85.36
9090,92,86.38
9091,93,95.05
9092,81,85.42
9093,100,96.83
9094,92,94.04
9095,97,63.43
9096,85,86.72
9097,85,88.57
9098,100,98.23
9099,85,87.28
9100,93,89.77
9101,89,89.32
9102,100,96.91
9103,96,96.61
9104,93,90.63
9105,77,71.17
9106,89,89.69
9107,81,85.28
9108,89,90.91
9109,89,84.68
9110,89,86.84
9111,92,86.31
9112,96,89.05
9113,89,88.28
9114,100,90.31
9115,85,81.73
9116,100,88.22
9117,92,92.45
9118,96,92.68
9119,100,87.19
9120,96,84.64
9121,89,90.58
9122,81,84.31
9123,89,89.32
9124,92,94.29
9125,100,87.08
9126,85,86.86
9127,96,95.14
9128,97,88.66
9129,89,79.08
9130,89,85.38
9131,77,82.54
9132,89,80.62
9133,82,87.06
9134,81,83.49
9135,93,88.53
9136,86,79.46
9137,92,92.83
9138,96,93.86
9139,100,87.75
9140,92,90.7
9141,85,81.96
9142,100,94.85
9143,89,84.29
9144,89,89.8
9145,97,86.46
9146,96,94.89
9147,74,73.21
9148,93,94.91
9149,96,80.68
9150,48,63.16
9151,100,96.46
9152,70,76.47
9153,77,83.34
9154,89,91.3
9155,74,77.33
9156,89,89.28
9157,89,92.02
9158,96,92.23
9159,96,87.03
9160,89,90.14
9161,96,94.05
9162,82,84.41
9163,92,92.9
9164,100,86.64
9165,100,94.11
9166,100,93.22
9167,93,90.66
9168,96,80.68
9169,89,85.97
9170,89,89.93
9171,100,94.37
9172,96,87.39
9173,93,87.39
9174,89,83.86
9175,93,90.4
9176,73,80.17
9177,93,89.61
9178,100,98.18
9179,89,87.25
9180,97,92.88
9181,89,82.91
9182,93,88.69
9183,85,75.46
9184,85,81.48
9185,89,86.23
9186,100,96.47
9187,92,82.75
9188,89,85.3
9189,96,94.35
9190,89,90.36
9191,93,90.68
9192,96,97.17
9193,86,87.43
9194,89,88.98
9195,100,91.57
9196,96,95.36
9197,89,91.69
9198,89,77.75
9199,96,96.56
9200,86,89.48
9201,89,82.24
9202,89,87.46
9203,89,91.93
9204,85,86.1
9205,100,89.59
9206,84,85.26
9207,96,86.11
9208,85,86.64
9209,100,87.48
9210,100,91.93
9211,97,95.3
9212,96,87.82
9213,85,83.64
9214,100,92.83
9215,89,86.84
9216,96,86.38
9217,96,95.11
9218,96,92.1
9219,96,89.88
9220,63,69.41
9221,96,95.47
9222,96,95.82
9223,89,83.03
9224,93,91.36
9225,85,85.8
9226,97,82.32
9227,89,90.37
9228,82,78.65
9229,100,99.52
9230,96,89.37
9231,85,85.23
9232,92,89.11
9233,66,71.58
9234,89,86.13
9235,89,91.04
9236,92,93.86
9237,92,94.07
9238,97,81.14
9239,89,91.83
9240,100,96.46
9241,93,90.82
9242,89,81.24
9243,89,91.21
9244,92,93.32
9245,82,85.99
9246,92,94.07
9247,90,82.8
9248,96,95.63
9249,62,62.2
9250,89,79.38
9251,86,85.64
9252,93,91.02
9253,93,90.77
9254,97,86.08
9255,85,87.76
9256,89,87.74
9257,85,84.34
9258,74,80.93
9259,85,84.55
9260,88,86.65
9261,93,91.17
9262,92,87.97
9263,100,84.82
9264,88,82.22
9265,85,88.53
9266,93,90.04
9267,89,78.22
9268,96,86.66
9269,89,91.46
9270,89,85.57
9271,96,90.17
9272,90,82.23
9273,96,90.07
9274,85,89.15
9275,88,86.16
9276,93,88.6
9277,100,86.67
9278,96,88.52
9279,92,90.3
9280,100,95.25
9281,93,82.55
9282,97,90.91
9283,86,66.89
9284,89,91.73
9285,96,90.03
9286,100,90.5
9287,85,86.26
9288,77,82.06
9289,89,82.14
9290,89,91.42
9291,96,87.47
9292,96,90.36
9293,100,86.35
9294,97,80.83
9295,89,80.29
9296,93,94.11
9297,100,90.56
9298,89,89.41
9299,93,93.26
9300,93,84.58
9301,89,84.91
9302,89,76.6
9303,100,87.14
9304,96,93.02
9305,86,88.67
9306,89,69.23
9307,93,91.77
9308,96,89.14
9309,85,86.25
9310,89,91.57
9311,78,84.33
9312,100,86.3
9313,89,86.64
9314,89,90.26
9315,100,96.81
9316,100,89.49
9317,92,89.54
9318,85,84.78
9319,93,85.01
9320,89,91.23
9321,89,85.93
9322,93,88.78
9323,93,91.31
9324,89,80.76
9325,89,86.27
9326,90,90.92
9327,81,78.86
9328,93,92.88
9329,77,82.12
9330,89,86.88
9331,96,88.16
9332,85,78.59
9333,97,92.61
9334,89,90.93
9335,100,92.93
9336,90,89
9337,66,75.39
9338,89,92.02
9339,89,87.14
9340,74,73.58
9341,86,89.94
9342,81,86.01
9343,85,84.41
9344,96,86.98
9345,78,81.32
9346,69,76.61
9347,89,84.84
9348,89,90.22
9349,81,75.24
9350,85,89.39
9351,100,90.27
9352,90,88.81
9353,88,91.44
9354,96,92.23
9355,96,93.98
9356,89,91.45
9357,100,92.92
9358,89,73.82
9359,85,87.42
9360,74,80.35
9361,89,91.42
9362,89,86.83
9363,96,88.3
9364,96,90.51
9365,100,100
9366,100,90.92
9367,89,89.13
9368,96,95.47
9369,92,91.61
9370,85,72.33
9371,97,95
9372,100,96.25
9373,100,90.75
9374,81,85.04
9375,93,85.46
9376,92,93.8
9377,92,87.9
9378,89,85.33
9379,89,87.82
9380,100,96.11
9381,100,88.18
9382,85,89.39
9383,93,95.05
9384,73,79.41
9385,100,92.61
9386,93,95.05
9387,96,96.28
9388,40,56.16
9389,96,83.68
9390,97,85.18
9391,88,72.5
9392,82,85.58
9393,89,91.45
9394,89,84.11
9395,89,91.77
9396,89,88.32
9397,97,91.41
9398,82,67.58
9399,96,89.45
9400,88,87.74
9401,89,90.26
9402,93,92.8
9403,89,77.54
9404,89,83.15
9405,89,80.56
9406,97,84.53
9407,85,86.76
9408,89,91.08
9409,89,91.96
9410,66,75.62
9411,96,29.23
9412,100,91.16
9413,89,83.24
9414,88,86.59
9415,96,80.4
9416,93,83.98
9417,77,83.64
9418,96,82.09
9419,89,89.12
9420,96,92.38
9421,89,85.53
9422,85,79.14
9423,100,92.66
9424,92,90.62
9425,89,91.38
9426,82,83.32
9427,93,93.58
9428,92,86.4
9429,89,90.59
9430,93,82.8
9431,96,87.15
9432,78,82.76
9433,92,82.09
9434,96,88.32
9435,81,86.51
9436,92,88.37
9437,93,92.8
9438,78,79.35
9439,89,88.32
9440,96,93.98
9441,89,91.45
9442,96,91.78
9443,47,62.09
9444,93,91.5
9445,93,89.86
9446,90,86.42
9447,85,79.11
9448,96,87.98
9449,86,89.38
9450,92,89.56
9451,89,90.99
9452,89,82.87
9453,77,72.46
9454,92,74.7
9455,100,98.23
9456,100,91.89
9457,85,86.44
9458,96,96.61
9459,96,92.21
